target_chr	target_start	target_end	bait_chr	bait_start	bait_end	bait_name	score	tissue	promoter_chr	promoter_start	promoter_end	gene	overlapping_bp
chr1	39646687	39650272	chr1	39945175	39950907	mm1333	5.8	TL	chr1	39649433	39651433	Creg2	839
chr1	39646687	39650272	chr1	39945175	39950907	mm1333	5	HR	chr1	39649433	39651433	Creg2	839
chr1	39650273	39653159	chr1	39945175	39950907	mm1333	6.65	HB	chr1	39649433	39651433	Creg2	1160
chr1	39717457	39723313	chr1	39945175	39950907	mm1333	5.06	CF	chr1	39720440	39721641	Rfx8	1201
chr1	39717457	39723313	chr1	39945175	39950907	mm1333	5.69	TL	chr1	39720440	39721641	Rfx8	1201
chr1	39717457	39723313	chr1	39945175	39950907	mm1333	8.12	TK	chr1	39720440	39721641	Rfx8	1201
chr1	40804390	40807891	chr1	42739556	42742910	hs990	5.61	CF	chr1	40805440	40806441	Tmem182	1001
chr1	42254606	42259881	chr1	42689561	42692608	hs1553	5.03	HB	chr1	42259640	42260841	Gm28175	241
chr1	42254606	42259881	chr1	42689561	42692608	hs1553	5.54	FB	chr1	42259640	42260841	Gm28175	241
chr1	42254606	42259881	chr1	42689561	42692608	hs1553	6.03	MB	chr1	42259640	42260841	Gm28175	241
chr1	42681850	42685554	chr1	41143611	41146886	hs1581	5.11	NT	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	2314
chr1	42681850	42685554	chr1	41143611	41146886	hs1581	5.21	FB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	2314
chr1	42681850	42685554	chr1	41143611	41146886	hs1581	5.73	TL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	2314
chr1	42681850	42685554	chr1	41143611	41146886	hs1581	6.36	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	2314
chr1	42681850	42685554	chr1	41143611	41146886	hs1581	7.23	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	2314
chr1	42681850	42685554	chr1	41143611	41146886	hs1581	7.27	TK	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	2314
chr1	42681850	42685554	chr1	41143611	41146886	hs1581	7.56	CF	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	2314
chr1	42681850	42685554	chr1	41165082	41168931	hs1093	7.6	FB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	2314
chr1	42681850	42685554	chr1	41273649	41277960	hs1112	5.86	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	2314
chr1	42681850	42685554	chr1	41273649	41277960	hs1112	6.26	NT	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	2314
chr1	42681850	42685554	chr1	41273649	41277960	hs1112	7.6	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	2314
chr1	42681850	42685554	chr1	41386365	41391857	hs1555	7.69	NT	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	2314
chr1	42681850	42685554	chr1	41386365	41391857	hs1555	8.12	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	2314
chr1	42681850	42685554	chr1	42254606	42259881	hs1534	5.66	NT	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	2314
chr1	42685555	42689560	chr1	41143611	41146886	hs1581	10.05	HR	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41143611	41146886	hs1581	5.5	CF	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41143611	41146886	hs1581	6.04	TK	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41143611	41146886	hs1581	8.94	FL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41143611	41146886	hs1581	9	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41165082	41168931	hs1093	5.29	TK	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41165082	41168931	hs1093	5.5	HR	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41165082	41168931	hs1093	5.7	HL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41165082	41168931	hs1093	6.92	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41165082	41168931	hs1093	8.21	CF	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41273649	41277960	hs1112	11.09	TL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41273649	41277960	hs1112	6.31	CF	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41273649	41277960	hs1112	6.37	FL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41273649	41277960	hs1112	6.71	FB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41273649	41277960	hs1112	7.19	TK	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41273649	41277960	hs1112	7.36	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41273649	41277960	hs1112	7.96	HL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41273649	41277960	hs1112	8.4	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41386365	41391857	hs1555	13.11	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41386365	41391857	hs1555	6.09	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41386365	41391857	hs1555	6.77	NT	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41386365	41391857	hs1555	7.22	TL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	41918170	41922183	hs1303	6.97	CF	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	42241690	42245063	hs1131	6.98	NT	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	42254606	42259881	hs1534	6.4	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42685555	42689560	chr1	42254606	42259881	hs1534	7.12	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	4005
chr1	42689561	42692608	chr1	41143611	41146886	hs1581	7.97	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3047
chr1	42689561	42692608	chr1	41143611	41146886	hs1581	8.24	TK	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3047
chr1	42689561	42692608	chr1	41165082	41168931	hs1093	5.16	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3047
chr1	42689561	42692608	chr1	41273649	41277960	hs1112	10.44	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3047
chr1	42689561	42692608	chr1	41273649	41277960	hs1112	6.05	TK	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3047
chr1	42689561	42692608	chr1	41273649	41277960	hs1112	9.27	TL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3047
chr1	42689561	42692608	chr1	41386365	41391857	hs1555	7.4	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3047
chr1	42689561	42692608	chr1	42241690	42245063	hs1131	5.09	FL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3047
chr1	42689561	42692608	chr1	42241690	42245063	hs1131	5.33	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3047
chr1	42689561	42692608	chr1	42241690	42245063	hs1131	6.26	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3047
chr1	42689561	42692608	chr1	42241690	42245063	hs1131	8.84	NT	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3047
chr1	42692609	42698332	chr1	41143611	41146886	hs1581	12.14	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41143611	41146886	hs1581	6.61	HL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41143611	41146886	hs1581	7.56	NT	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41143611	41146886	hs1581	7.66	FL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41143611	41146886	hs1581	7.69	TK	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41143611	41146886	hs1581	8.62	HR	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41143611	41146886	hs1581	9.17	CF	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41143611	41146886	hs1581	9.2	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41143611	41146886	hs1581	9.35	FB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41143611	41146886	hs1581	9.68	TL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41165082	41168931	hs1093	12.97	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41165082	41168931	hs1093	5.49	HL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41165082	41168931	hs1093	8.51	FB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41165082	41168931	hs1093	8.7	CF	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41273649	41277960	hs1112	11.76	FB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41273649	41277960	hs1112	12.25	CF	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41273649	41277960	hs1112	12.75	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41273649	41277960	hs1112	13.38	HL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41273649	41277960	hs1112	13.69	HR	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41273649	41277960	hs1112	14.01	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41273649	41277960	hs1112	6.72	FL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41273649	41277960	hs1112	9.18	TK	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41273649	41277960	hs1112	9.79	TL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41386365	41391857	hs1555	13.14	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41386365	41391857	hs1555	5.25	TL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41386365	41391857	hs1555	6.9	HR	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41386365	41391857	hs1555	7.16	FB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41386365	41391857	hs1555	8.24	CF	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41386365	41391857	hs1555	9.9	NT	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41918170	41922183	hs1303	5.04	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	41918170	41922183	hs1303	6.24	FB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	42241690	42245063	hs1131	5.41	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	42241690	42245063	hs1131	6.14	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	42254606	42259881	hs1534	6.25	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42692609	42698332	chr1	42254606	42259881	hs1534	6.95	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	5723
chr1	42698333	42701991	chr1	41143611	41146886	hs1581	5.15	FL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	41143611	41146886	hs1581	5.85	NT	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	41143611	41146886	hs1581	6.06	FB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	41143611	41146886	hs1581	6.11	TK	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	41165082	41168931	hs1093	6.32	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	41165082	41168931	hs1093	8.61	FB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	41273649	41277960	hs1112	5.76	HL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	41273649	41277960	hs1112	5.77	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	41273649	41277960	hs1112	6.03	NT	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	41273649	41277960	hs1112	6.14	TK	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	41273649	41277960	hs1112	6.58	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	41273649	41277960	hs1112	7.84	FL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	41273649	41277960	hs1112	8.66	FB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	41273649	41277960	hs1112	9.67	TL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	41273649	41277960	hs1112	9.74	CF	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	41386365	41391857	hs1555	5.09	TK	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	41386365	41391857	hs1555	5.49	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	41386365	41391857	hs1555	6.08	HL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	41386365	41391857	hs1555	7.58	HR	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	41386365	41391857	hs1555	7.66	TL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	41386365	41391857	hs1555	7.81	FB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	42241690	42245063	hs1131	5.04	TK	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42698333	42701991	chr1	42254606	42259881	hs1534	5.28	TL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3658
chr1	42701992	42705249	chr1	40940262	40945453	hs1212	5.1	TL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	40940262	40945453	hs1212	6.97	HR	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41143611	41146886	hs1581	6.09	TK	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41143611	41146886	hs1581	6.12	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41143611	41146886	hs1581	6.14	FB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41143611	41146886	hs1581	7.63	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41143611	41146886	hs1581	8.05	NT	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41143611	41146886	hs1581	8.69	HR	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41143611	41146886	hs1581	9.1	CF	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41165082	41168931	hs1093	10.5	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41165082	41168931	hs1093	11.05	FB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41165082	41168931	hs1093	6.61	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41273649	41277960	hs1112	10.49	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41273649	41277960	hs1112	12.42	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41273649	41277960	hs1112	12.7	TL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41273649	41277960	hs1112	12.83	CF	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41273649	41277960	hs1112	13.25	TK	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41273649	41277960	hs1112	17.26	FB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41273649	41277960	hs1112	5.53	HR	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41273649	41277960	hs1112	6.18	HL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41273649	41277960	hs1112	8.31	FL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41273649	41277960	hs1112	9.14	NT	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41386365	41391857	hs1555	11.23	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41386365	41391857	hs1555	13.22	NT	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41386365	41391857	hs1555	5.38	HR	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41386365	41391857	hs1555	5.6	CF	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41386365	41391857	hs1555	5.94	FL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41386365	41391857	hs1555	6.11	HL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41386365	41391857	hs1555	8.04	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41386365	41391857	hs1555	8.41	FB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41603206	41606239	hs1526	5.43	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41603206	41606239	hs1526	5.91	FB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41918170	41922183	hs1303	5.69	FB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	41933990	41937544	hs1554	5.77	FB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42701992	42705249	chr1	42254606	42259881	hs1534	5.45	NT	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3257
chr1	42705250	42708556	chr1	41143611	41146886	hs1581	5.39	FL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3306
chr1	42705250	42708556	chr1	41143611	41146886	hs1581	5.56	TK	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3306
chr1	42705250	42708556	chr1	41143611	41146886	hs1581	8.08	NT	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3306
chr1	42705250	42708556	chr1	41143611	41146886	hs1581	8.96	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3306
chr1	42705250	42708556	chr1	41143611	41146886	hs1581	9.49	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3306
chr1	42705250	42708556	chr1	41165082	41168931	hs1093	10.12	MB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3306
chr1	42705250	42708556	chr1	41165082	41168931	hs1093	10.34	CF	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3306
chr1	42705250	42708556	chr1	41165082	41168931	hs1093	5.84	HL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3306
chr1	42705250	42708556	chr1	41165082	41168931	hs1093	8.84	FB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3306
chr1	42705250	42708556	chr1	41273649	41277960	hs1112	5.45	HB	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3306
chr1	42705250	42708556	chr1	41273649	41277960	hs1112	5.52	FL	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3306
chr1	42705250	42708556	chr1	41273649	41277960	hs1112	6.31	CF	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3306
chr1	42705250	42708556	chr1	41273649	41277960	hs1112	7.8	NT	chr1	42683240	42715041	Gm20646, Pantr1, Pantr2, Pou3f3	3306
